article,label,title
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Get our conservative analysis delivered right to you. No charge.Alleluia!<span id=""more-799935""></span>I just got back from Easter Vigil Mass at St. Peter’s Basilica at the Vatican with Pope Francis – because, why not?, when all the livestreaming world is your only option. (“Presided over by the Holy Father in a nearly empty basilica,” the Vatican English language translator, Sister Bernadette, said on the livefeed.) And as I have been for weeks – and years – I was moved by the Holy Father. His homily took us right to the heart of what we’re experiencing. The darkness. The fear. The hesitancy to sing Alleluia!, even though not only is that what is liturgically called for now, as Holy Saturday passes away – and this “Lentiest of Lents” as it has been called, but it is exactly what we need to say and hear and believe with all our hearts.National ReviewFollow Us",0,What Does Easter Hope Look Like in the Time of Coronavirus?
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Get our conservative analysis delivered right to you. No charge.Not as quiet as you would think. My wife and I both work from home, which means the telephones are ringing and pinging and the laptops are Zooming, making a racket for which our gratitude recently has been refreshed, while the security system announces the presence of deliverymen at the door a couple of times each day, and the local landscaping crews — who will labor ceaselessly through the Apocalypse itself — are running their mowers and edgers and leaf-blowers (the most obnoxious, and perhaps most typical, of all modern American conveniences), and the local commercial traffic <span class=""drop"">
<span id=""nrplus-badge-left"">
<span class=""nrplus-badge-rule""></span>
<span class=""nrplus-badge-inner"">NRPLUS MEMBER ARTICLE</span>
</span>
<span class=""drop"">I</span>
</span>




National ReviewFollow Us",0,Out of the Quiet of the Tomb
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Get breaking news, with NR's unfiltered reporting, delivered straight to your inbox<a href=""https://www.nationalreview.com/tips/""><em>Send a tip to the news team at </em>NR.</a>The prime minister was Johnson Johnson’s pregnant fiancée, Carrie Symonds, took to Twitter to express her own gratitude for Johnson’s care, saying she felt “incredibly lucky,” while Johnson went on to thank several nurses by name, “who stood by my bedside for 48 hours, when things could have gone either way . . . the reason in the end my body did start to get enough oxygen was because for every second of the night they were watching, and they were thinking, and they were caring, and making the interventions I needed.”<script async="""" charset=""utf-8"" src=""https://platform.twitter.com/widgets.js""></script>— Boris Johnson #StayHomeSaveLives (@BorisJohnson) The efforts of millions of people across this country to stay home are worth it. Together we will overcome this challenge, as we have overcome so many challenges in the past. It is hard to find the words to express my debt to the NHS for saving my life.“I have today left hospital after a week in which the NHS has saved my life, no question,” Johnson said in a video message posted on Twitter Sunday. “It’s hard to find words to express my debt . . . though the struggle is by no means over, we are now making progress in this incredible national battle against coronavirus.”U.K. prime minister Boris Johnson credited the care of the National Health Service (NHS) with saving his life after a week in the hospital spent battling COVID-19, admitting that “things could have gone either way” in his first public comments since being discharged from the hospital.National ReviewFollow Us",0,"Boris Johnson Released from Hospital, Says Health Workers ‘Saved My Life’"
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Get our conservative analysis delivered right to you. No charge.<em>This column is based on one available through </em>We know what we want, don’t we?
Like many of us, I know people who have died, who have lost someone, who have fought and recovered from COVID-19. My life is made possible by people who haven’t ceased putting themselves in harm’s way. If there is only one thing that we learn from this quarantine time, may it be that everything good is a gift, and we are so much closer to one another and to the Creator of us all than we realize when we are sucked up in the business of everyday life. Coronavirus changing us has to be a choice. And it’s a choice between the soul’s life and death.  
     
   I’ve been missing something awful some of the men and women I see from day to day walking from St. Patrick’s to my office. They sit on Fifth Avenue — and more than one of them has told me they choose there because the wind isn’t as bad as the East side and the foot traffic is good. Well, not these days. I’m nowhere near midtown, like any of us who could escape, and I don’t know where they are. Like the UPS driver, they are encounters with Jesus for me on so many days. This time is reminding us of that — of all the ways God is present to us in the world. I pray someone is Jesus to them wherever they are.Now I recognize that this isn’t everyone’s faith. But gosh, when you have someone as a friend or neighbor who freely lives this, that’s not a bad deal. When we truly believe, we can be good friends and neighbors (to some of our good friends and neighbors who are our older brothers in faith or those who try to live good and decent lives without the kind of explicit supernatural help some of us rely on). Living the Beatitudes, we could even amaze you with our love. It’s amazing grace and all. And don’t we see it now, during this anxious time? A UPS driver delivered a package to me the other day: He had gloves on, and he wore a mask, though it was pulled down. He seemed to want to smile, with the brightest of smiles — and to make sure I saw it, that it brightened my day, whatever he was delivering. He seemed to want to show, simply by saying “Good morning,” that there is hope — that he has hope — that we need to be careful, but we also need to live and love one another.Now, what we’re finding among Catholics who truly believe in the On Palm Sunday, I happened to pray the Mass in Rome and Fifth Avenue, a few blocks from the White House, as well as Phoenix. On Holy Thursday, it was the Holy Father in an empty St. Peter’s, Providence in Rhode Island, and Cardinal Dolan in NYC again — and wrapping up the day with Los Angeles. You can go to some It drives me a little crazy that we say Masses are But this Holy Week, with public Masses unavailable live and in person, that three-Mass record is history. On the other hand, I get these notifications now on my phone and laptop for livestream Masses. Sometime when this quarantine got serious, I would find myself not going to sleep until Pope Francis’s morning (Rome time) Mass at Santa Marta at the Vatican. I seemed unable to go to sleep until the Church was praying again a new day.<span class=""small_caps""><span class=""drop"">N</span>ational Review’s</span>




National ReviewFollow Us",0,What of Our Souls as We Face Coronavirus?
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Our Capital Letter email newsletter delivers a weekly digest on finance, business, and economics from an NR sensibility.On March 23rd, the Fed <span class=""small_caps""><span class=""drop"">
<span id=""nrplus-badge-left"">
<span class=""nrplus-badge-rule""></span>
<span class=""nrplus-badge-inner"">NRPLUS MEMBER ARTICLE</span>
</span>
<span class=""drop"">T</span>
</span>he</span>




National ReviewFollow Us",0,"By Lending More Broadly, the Fed Can Avoid Picking Winners and Losers"
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Get our conservative analysis delivered right to you. No charge.Doctors are, <span class=""drop"">
<span id=""nrplus-badge-left"">
<span class=""nrplus-badge-rule""></span>
<span class=""nrplus-badge-inner"">NRPLUS MEMBER ARTICLE</span>
</span>
<span class=""drop"">F</span>
</span>




National ReviewFollow Us",0,How States Can Unleash Their Health-Care Workforce to Fight Coronavirus
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Get breaking news, with NR's unfiltered reporting, delivered straight to your inbox<a href=""https://www.nationalreview.com/tips/""><em>Send a tip to the news team at </em>NR.</a><span class=""link"">Texas, Oklahoma, and</span>Alabama has ordered medical procedures to be postponed except in cases of medical emergency or “to avoid serious harm from an underlying condition or disease, or necessary as part of a patient’s ongoing and active treatment.”“Based on the current record, the defendants’ efforts to combat COVID-19 do not outweigh the lasting harm imposed by the denial of an individual’s right to terminate her pregnancy, by an undue burden or increase in risk on patients imposed by a delayed procedure, or by the cloud of unwarranted prosecution against providers,” the judge wrote.The state may not include abortions in its ban on elective medical procedures, one of the steps Alabama is taking to enforce social distancing and stem the spread of the virus outbreak, U.S. district judge Myron Thompson said in a preliminary injunction issued at the urging of abortion clinics.Alabama cannot block abortions as part of the state’s measures to combat the coronavirus pandemic, a federal judge ruled on Sunday.National ReviewFollow Us",0,Federal Judge Blocks Alabama from Banning Abortions during Coronavirus Lockdown
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Get our conservative analysis delivered right to you. No charge.Doing everything online was probably a necessary measure, but for at least one student, it means losing several months of educational value.So far with online classes, the workload seems more like busywork. My assignments have stressed my learning process and shifted my focus from absorbing information to finishing and submitting the many online assignments. Pre-recorded lectures are posted on teachers’ websites and those are, in my opinion, the hardest to learn from. At least with live Zoom lectures, students can interact with professors. A pre-recorded forty-minute lecture, however, has no breaks for questions. It’s also harder to focus and process the information.What about educational quality? She isn’t impressed with the online versions of the courses she was taking:NC State prices in-person classes differently from online classes. A 9-11 credit hour in-person semester is For one thing, online courses have a lower price tag, but the university has not offered students any money back. Zogby writes:In today’s National ReviewFollow Us",0,A Student Looks at the Switch to Online Courses
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Get breaking news, with NR's unfiltered reporting, delivered straight to your inbox<a href=""https://www.nationalreview.com/tips/""><em>Send a tip to the news team at </em>NR.</a>Representative Jim Banks (R., Ind.) also called on House leadership to take action on the issue, citing bipartisan concerns and Daines, who “The COVID-19 pandemic has made clear how relying upon China for medicine or essential medical equipment is detrimental to our national security and endangers public health . . . this provides the authoritarian and communist Chinese government with unacceptable influence within our medical supply chains.” Daines warns.The outbreak of the coronavirus has prompted a backlash against U.S. reliance on Chinese supply chains. Experts “Moving forward, it is important that we incentivize innovation and the development of essential medical supplies and equipment in the U.S. in response to the COVID-19 pandemic,” Daines Senator Steve Daines (R., Mont.) asked President Trump to use “executive powers and existing authorities” as part of an effort to reinforce domestic pharmaceutical supply chains in the wake of the Wuhan coronavirus.National ReviewFollow Us",0,Steve Daines Urges Trump to Use ‘Executive Powers’ to End U.S. Reliance on Chinese Drugs
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Get our conservative analysis delivered right to you. No charge.The good news is that we can get back up again, enduring and ultimately triumphing. In the end, we won’t have much choice; we’re not just going to lie down and die. We as a nation have survived the influenza pandemic of 1918, two World Wars, the Cold War, 9/11, earthquakes, hurricanes, wildfires, tornadoes, floods, and countless other calamities. The world has always thrown deadly challenges at us, and we have always found a way to meet them. In fact, we’re already working to find a way to meet this one: The worst-case scenario is, in short, ugly: recurring waves of infections and quarantines, a year or more until we can have mass gatherings, an unbearable number of untimely deaths, some who survive having to live with serious lingering health complications, an exhausted health-care system full of burned-out doctors, nurses, and staffers, and more laid-off workers than resulted from the Great Recession. But even if the worst-case scenario doesn’t come to pass, this will have been — and indeed, already has been — a gut punch to humanity.In theory, once the threat of the virus is gone, the economy should rebound quickly. But the reality may be different. How much disposable income that once could and would have been used on vacations, hotel stays, flights, cruises, and meals out at restaurants has evaporated in the face of mass layoffs and business closures? On paper, the only thing holding back those industries are government rules barring people from going out and patronizing them. But as the shutdown of American life continues, the savings of those laid off will dwindle, and those who have their savings tied up in a small business will face ruin. The bonanza of spending from the Fed and Congress may mitigate the damage somewhat, but it may also be too late in coming. President Trump signed that massive relief package into law March 27. The We are probably not out of the woods regarding the threat of disruptions to our national food supply, either. Four meat-packing plants in Pennsylvania The other frightening question facing the country, of course, is the catastrophic impact on the economy, starting with the health-care sector. It may seem odd to find hospitals struggling to stay open during a major public-health crisis, but the preparations for the coronavirus have spurred most of them to postpone all other nonessential medical procedures — the very procedures on which they make most of their money. By one estimate, Meanwhile, some percentage of those who fight the virus and defeat it may be far from back to “normal” for a long while. At least some patients who needed ventilators during treatment will take time to recover their lung capacity. Others who have spent time on ventilators for other respiratory ailments describe  We should expect additional waves of infection. The good news is that we should be better prepared for each subsequent wave, and it is less likely that we will see anything like long lines of   
   Although trying to flatten the curve, as those and many other countries have done, is the right strategy to ensure that hospitals are not overwhelmed, it also The Chinese government claims to have gotten the virus largely under control, but 
That said, the United States has endured close to 2,000 deaths a day for the past several days — we’re now experiencing something close to one new 9/11 every 36 hours. It is hard to imagine how anyone could look at that number of deaths and the prospect of tens of thousands more and construe it as anything less than an epic tragedy, one of the worst in our history.I won’t get into specific models or numbers, because one way or another, a lot of people in this country and around the world will have died from this pandemic before all’s said and done, and your perspective on just how devastating the losses are will probably be heavily influenced by whether or not people you know are among them. If the coronavirus kills three people you know personally, it will feel like a huge deal to you wherever the total death toll comes in relative to the official models; if the death toll outpaces the models but you don’t know any of the victims, it may feel like a far-off tragedy to you.Doctors strongly believed that the SARS-CoV-2 would be like most viruses in that critical sense, but we’re still not sure if it is. South Korean doctors have warned about cases that appear to be reinfection or perhaps a One giant question is whether human beings develop an immunity to SARS-CoV-2 once they’ve recovered from the initial infection. Once a person’s body detects an unwanted guest in the form of bacteria or a virus, it starts taking steps to get rid of that guest. (One of the ways to deal with a fear of the unknown is to attempt to envision it — to think through the worst-case scenarios, imagining what will happen if our luck gets even worse, if Plan A and Plan B don’t work. In the wrong hands, such an exercise might turn into scaremongering, but if done responsibly it can also be useful preparation: Once we’re ready to deal with the worst, almost anything else we face will seem easier.<span class=""drop"">W</span>




National ReviewFollow Us",0,Sketching Out a Worst-Case Scenario for the Coronavirus Pandemic
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Our Capital Letter email newsletter delivers a weekly digest on finance, business, and economics from an NR sensibility.In New York, nearly U.S. testing has stalled. Most of the plans to reopen the economy depend on high testing capacity. Economist Paul Romer The table below shows the average daily growth rate in new cases over the past five days and the change in that growth rate from five days prior. The negative percentages in the right-hand column reflect decreases in the growth rate across all the hardest-hit states. Sustained slow growth indicates that we’re reaching the outbreak peak in numerous states. As we pass the peak, medical systems will likely have increased capacity. While medical systems have been strained of late, they have not yet experienced massive shortages.Most of the hardest-hit states have seen sizable reductions in the growth of new cases, with Massachusetts a conspicuous exception. California saw a sudden spike this weekend due to delayed reporting of test results.However, reduced social distancing requires a testing capacity that the U.S. has not yet achieved. Moreover, the ability to “trace” individuals who have been in contact with virus-holders is key to rolling back social distancing. Google and Apple As the growth rate of new coronavirus cases begins to flatten across the U.S., policymakers are planning for the next phase of the pandemic response. According to National ReviewFollow Us",0,Coronavirus Update: The Long Road to Reopening
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Our Capital Letter email newsletter delivers a weekly digest on finance, business, and economics from an NR sensibility.If past is any precedent, such theories will be around for a So, on top of the tales being told by the Chinese, Iranians, Venezuelans, and Palestinians, COVID-19’s backing band is also giving voice to theories that include the conceit that the true motive behind crashing the economy via lockdown was to enable the (insert euphemism of choice) to tighten their grip on the world — and pick up deeply discounted assets while they are at it. There’s also a peculiarly complex hypothesis involving Bill Gates and vaccines. Tapping into technological dread (always a winner when invisible “rays” are on the scene), 5G wireless communications, which had already been the source of paranoid speculation even before someone The draw of a conspiracy theory to its followers is reinforced by the perception it gives them that they are in the know. They reckon that they have discovered what the “sheeple” could not, endowing them with a sense of superiority that is as enjoyable as it is undeserved, a fact that hucksters of all stripes have turned to their financial, political, or other advantage over the generations: Sign up with me and I’ll tell you what’s However, the word “believe” must be treated with care. There was a time when a surprising number of Americans “believed” that aliens were on an abduction spree, but, for the most part, they weren’t demanding that the Pentagon take action. Much of what we like to think of as “belief” is really a performance, partly to ourselves, partly to others. Barack Obama “believes” (and he may even do so) that climate change poses a 
The logic of beliefs of this kind is that it throws up someone to blame, a prospect that boosts their allure. It offers the catharsis of revenge against the supposed perpetrators, or, at least, the gratification of having someone to hate. There’s also the not insignificant thrill that comes from the idea of having a role in a great drama. Most lives are a touch dull. For some, it will be much more exciting to believe that some massive conspiracy is afoot, especially, perhaps, if they have decided that they are its target, a notion that will resonate all the more strongly with the marginalized or the unsuccessful. The former will be eager to put the most malign face possible on those they feel — not always incorrectly — have done them down. The latter would rather turn to the comfort of an alibi than confront the reality that their most formidable adversary is not the Rockefellers or the Illuminati, but, quite often, themselves.And rarely more so when it involves a new pandemic, an onslaught that is as impersonal as it is intimate. That its deadliness may come from the way an infection may turn the body against itself adds to the existential terror of the afflicted or those waiting for the attack to come their way. That such a horror is both motiveless and meaningless adds insult to mortal injury. Under the circumstances, it’s not much of a surprise that — from the pandemics of the more distant past to the Conspiracy theories are a particularly powerful form of mythology, and it is that power that makes them so useful to charlatans looking for the next sucker. Like most mythologies, they serve a series of overlapping functions, but beneath them all is their action as a device to satisfy humanity’s hard-wired need to find structure in apparent disorder, a result of the fact that Which brings us to the conspiracy theories surrounding the COVID-19 pandemic. Some are, as would be expected, the product of conventional propaganda operations. Sadly, that argument falls apart in the second half of the second sentence, perhaps even more than when those words were first published. In an era of apocalyptic environmentalism, revived Marxism, and goop, mythology and magic are finding dismayingly large audiences among those given the benefit of, at least nominally, a rationalist education.The Middle Ages, antiquity, and prehistory have not died out, as the “enlightened” suppose, but live on merrily in large sections of the population. Mythology and magic flourish as ever in our midst and are unknown only to those whose rationalistic education has alienated them from their roots.<span class=""small_caps""><span class=""drop"">S</span>ay</span>




National ReviewFollow Us",0,Corona Conspiracies
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Get our conservative analysis delivered right to you. No charge.But such enticements likely will not move governors in the hardest hit areas to re-open their economies early. Cuomo and Newsom so far have won widespread popular approval for their tough responses to the pandemic, and they will have strong incentive to continue their risk-averse policies. Democratic governors will remain conscious that their party will not reward cooperation with Trump, whom it tried to impeach and remove from office just two months ago. Nevertheless, Trump will have to persuade them that the gains in returning millions to work and re-opening businesses outweigh the harms of ending social distancing. Rather than his regular tactics of cajoling, blustering, threatening, and bargaining, Trump will have to convince them with facts and medical science — not his strongest suit. But his political fate, and the health of the American economy, will depend on it.Trump could use the money appropriated by Congress to respond to the pandemic as a reward for states that end their lockdowns in May. He could send disaster relief funds, made available by the Stafford Act in time of emergency, or allocate more medical equipment and protection supplies to these states, perhaps on the ground that they risk greater harm from the virus in exchange for opening up.Our unique federal system does not mean that Trump remains utterly powerless to bring the nation out of this unprecedented economic contraction. But he will have to rely less on command and more on persuasion. Congress more often gets its way in areas outside its direct control, such as in education, health care, and welfare, by paying states to adopt a uniform national policy. Article I of the Constitution provides that Congress has the power to tax and spend to “provide for the common Defence and general Welfare of the United States.” The spending power already has provided the Trump administration with its most effective weapons in fighting the pandemic: It can provide critical supplies and medical equipment, transfer funds to states and cities or hospitals, and fund research on a vaccine and cure.When the federal and state governments have overlapping, competing powers, such as over economics or crime, they further must rely on their own resources for enforcement — which makes any White House command virtually impossible to carry out. In another set of federalism cases, these decided by the Rehnquist Court, a conservative majority forbade Congress from “commandeering” state officials into enforcing federal commands. If the federal government were to decide to re-open all businesses, it could call upon only on its own law enforcement officials to execute the policy. Washington simply does not have enough resources to manage such a vast task; the FBI, the closest we have to a national police force, has fewer agents than the NYPD has sworn officers.Congress can control commerce that crosses state lines, and even prohibit wholly intrastate activity that affects the national markets. It cannot, however, force individuals and businesses to engage in business in the first place. In 
But our federal system reserves the leading role over public health to state governors. States possess the “police power” to regulate virtually all activity within their borders. As the Supreme Court has recognized, safeguarding public health and safety presents the most compelling use of state power. Only the states can impose quarantines, close institutions and businesses, and limit intra-state travel. Democratic governors Gavin Newsom in California, Andrew Cuomo in New York, and J.B. Pritzker Illinois imposed their states’ lockdowns, and only they will decide when the draconian policies will end.But the federal government does not have that power. The Constitution’s grant of limited, enumerated powers to the national government does not include the right to regulate either public health or all business in the land. Congress enjoys the authority to “regulate Commerce with foreign Nations, and among the several States.” This gives Washington, D.C. an important, yet supporting, role in confronting the pandemic. It can bar those who might be infected from entering the United States or traveling across interstate borders, reduce air and road traffic, and even isolate whole states.Our elected leaders confront the difficult decision on when to start lifting the lockdowns, even at the risk of a faster spread of COVID-19. Presiding Trump claims that he has the right to determine when businesses open their doors, employees return to work, and consumers shop again. “For the purpose of creating conflict and confusion, some in the Fake News Media are saying that it is the Governors decision to open up the states, not that of the President of the United States & the Federal Government,” he tweeted earlier today. “Let it be fully understood that this is incorrect . . . It is the decision of the President, and for many good reasons.”Responses to the COVID-19 pandemic have rendered the trade-offs inherent in public policy only more acute. Even though the coronavirus has killed more than 23,000 Americans and sickened a half-million more, strict lockdowns have held deaths significantly below worst-case projections. On the cost side of the ledger, however, just one month of shelter-in-place policies has thrown more than 16 million people out of work and destroyed hundreds of billions of dollars in economic activity.<span class=""drop"">P</span>




National ReviewFollow Us",0,"No, Trump Can’t Force States to Reopen"
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Get our conservative analysis delivered right to you. No charge.<span>NOW WATCH: </span>The most concerning possible explanation is that people stay home and suffer rather than risk coming to the hospital and getting infected with coronavirus. This theory suggests that Covid-19 has instilled fear of face-to-face medical care. As a result, many people with urgent health problems may be opting to remain at home rather than call for help. And when they do finally seek medical attention, it is often only after their condition has worsened. Doctors from Hong Kong A doctor has written an alarming piece for theNational ReviewFollow Us",0,Non-COVID Emergencies
"
						© 2020 National Review					
						Newsletters					
					© 2020 National Review				Get our conservative analysis delivered right to you. No charge.His homily echoed down the deserted nave: “We still have a long way to go in the fight against COVID-19 and its consequences. There will be many more sacrifices to make before this is all over. But as surely as Christ rose on Easter morning, we will come through this, hopefully as better people, strengthened by the experience.”All this is to say that the rhythms of Irish political and social life have long moved in step with liturgical time. Important moments in the nation’s history ride off the coattails of religious festivals. And so it is that the pews fall silent. No chorus of voices greeted Archbishop Eamon Martin for his Easter Sunday Mass at Armagh Cathedral. However, the message remained the same.Each year, north of the border, in Northern Ireland, Catholics and Protestants are called to renew the hard-fought peace won under the Good Friday Agreement, which ended the Troubles in 1998. It is the depth of religious feeling shared by both communities that continues to solemnize the principles of this treaty.On O’Connell Street today, the worn portico of the General Post Office serves as a reminder not just of that “resurrection” but of the pain and death through which it was achieved. The Doubting Thomas can run his fingers over the bullet-scarred columns of the building and decide for himself whether Easter retains its spiritual power.  Some decades later, the body of the exiled rebel Jeremiah O’Donovan Rossa, recently returned from New York, was interred at Glasnevin Cemetery. In his stirring graveside panegyric, Patrick Pearse boasted that “life springs from death,” a sentiment he would act on during the failed Easter Rising of 1916. The rebellion was a masterfully conceived plan to elide the theodrama of Holy Week with the cause of Irish republicanism. Pearse’s execution by firing squad was the third act; the climactic finale was the changing of hearts, the birth of a sovereign nation.In 1843, as a member of the Westminster parliament, O’Connell delivered a speech on the Hill of Tara to hundreds of thousands of listeners. He called for the repeal of the Act of Union with Great Britain. Then, as now, the site is a rolling expanse of green fields. In ancient times, it was the seat of Gaelic kings. O’Connell’s opprobrium was steeped in the language of resurrection. “Those shouts that burst from you were enough to recall to life the kings and chiefs of Ireland,” he told the crowd.Dublin, on the other hand, has themes of sacrifice and the resurrection paved into its streets. Two of the city’s largest public spaces are called Phoenix Park and St. Stephen’s Green (whose biblical namesake was the first martyr for the Christian faith). Parnell Street, named for the messianic figure of Charles Stewart Parnell, intercepts O’Connell Street, where a statue of “The Emancipator” Daniel O’Connell stands.Consider the British capital. The imperial graveyard of London, with its Trafalgar Square, Waterloo Station, and countless cenotaphs and war memorials, sets the stage for an altogether different response to the coronavirus outbreak. “We must act like any wartime government,” said the U.K. prime minister Boris Johnson in a national address. “Yes, this enemy can be deadly, but it is also beatable.”Some may say that Ireland has gone too far down the path of secularization for the resurrection to be of any great import on occasions like this. On the contrary: The country is most affected, most mindful of the Paschal mystery in times of national crises. One can discern as much within its cityscapes, where architecture and space enshrine the national consciousness.Yet this is not reflective of the Irish people’s strong connection to the sacraments. Around 73 percent of newborn children While much ado has been made of the recent abortion and same-sex-marriage referendums, Ireland remains a deeply religious country. Of course, it is indisputable that the number of churchgoers is <span>NOW WATCH: </span>For Catholics, the act of sacrifice entails giving to God. In the context of Easter, that offering recalls Jesus’ agony in the Garden of Gethsemane: “Father, if You are willing, take this cup from Me. Yet not My will, but Yours be done.” The effect of this is to superimpose the passion narrative onto the nation’s hardships. There is purpose in suffering. Like Christ, citizens are called, in a national effort, to take up their own crosses. Their Veronicas are the doctors and nurses tending to the sick. Those that continue essential services are their Simons of Cyrene.In his four-minute speech, Varadkar mentioned “sacrifice” no less than five times. There is a lot in this word to unpack, and we should be forgiven for misunderstanding it as something troublesome, or merely inconvenient, although that is not what the taoiseach meant. Its significance runs much deeper.It is no surprise, then, that the head of government, Taoiseach Leo Varadkar, chose this past weekend as the perfect time to announce a three-week extension to containment measures, which will run until May 5. “Throughout our history, Good Friday has had a special meaning,” he explained. “It’s a day associated with suffering, and sacrifice, and sorrow. And also with new beginnings. The promise of rebirth and renewal and better days to come.”As the COVID-19 pandemic spreads, the religious observance of Lent, and now Easter, looms ever larger in the Irish consciousness, shaping its response. Once again, the passion, death, and resurrection of Christ have reemerged as a powerful, sustaining force in the island’s national life.<span class=""drop"">E</span>




National ReviewFollow Us",0,Easter Still Frames the Irish Response to Times of National Crisis
